frame_id,object_id,class,x,y,center,xmin,ymin,xmax,ymax
187,4,person,1190.0,45.5,"(1190, 45)",1165,0,1215,91
187,5,person,1204.0,135.0,"(1204, 135)",1180,63,1228,207
187,6,person,84.0,1043.0,"(84, 1043)",23,1007,145,1079
187,7,person,1729.0,56.5,"(1729, 56)",1704,0,1754,113
187,12,person,1190.5,561.5,"(1191, 562)",1134,461,1247,662
187,13,person,912.5,141.5,"(912, 142)",887,76,938,207
187,16,person,770.5,143.0,"(771, 143)",741,67,800,219
187,28,person,1706.0,808.0,"(1706, 808)",1641,667,1771,949
187,30,person,192.0,584.5,"(192, 584)",136,466,248,703
187,33,person,1527.0,36.0,"(1527, 36)",1502,0,1552,72
187,34,person,1642.0,24.0,"(1642, 24)",1623,0,1661,48
188,2,person,1150.0,125.5,"(1150, 126)",1123,54,1177,197
188,4,person,1191.0,40.0,"(1191, 40)",1168,0,1214,80
188,5,person,1206.0,134.0,"(1206, 134)",1182,61,1230,207
188,6,person,77.5,1045.5,"(77, 1045)",20,1012,135,1079
188,7,person,1730.0,57.0,"(1730, 57)",1705,0,1755,114
188,12,person,1193.0,558.5,"(1193, 559)",1138,460,1248,657
188,13,person,910.5,142.0,"(911, 142)",885,77,936,207
188,16,person,773.5,140.0,"(774, 140)",744,64,803,216
188,28,person,1707.0,807.5,"(1707, 808)",1644,671,1770,944
188,30,person,197.5,583.5,"(197, 583)",141,464,254,703
188,33,person,1525.5,36.5,"(1525, 36)",1500,0,1551,73
189,2,person,1152.0,125.5,"(1152, 125)",1125,53,1179,198
189,4,person,1192.5,37.5,"(1192, 37)",1170,0,1215,75
189,5,person,1208.5,132.5,"(1208, 132)",1184,60,1233,205
189,7,person,1730.5,57.5,"(1730, 57)",1705,0,1756,115
189,12,person,1196.0,554.5,"(1196, 555)",1142,458,1250,651
189,13,person,908.5,142.5,"(908, 143)",883,78,934,207
189,16,person,775.5,139.0,"(775, 139)",746,63,805,215
189,28,person,1709.0,810.5,"(1709, 811)",1647,675,1771,946
189,30,person,203.0,579.0,"(203, 579)",145,456,261,702
189,33,person,1522.5,36.0,"(1522, 36)",1497,0,1548,72
190,2,person,1153.0,125.0,"(1153, 125)",1126,52,1180,198
190,4,person,1192.5,36.5,"(1193, 36)",1170,0,1215,73
190,5,person,1209.0,132.0,"(1209, 132)",1185,60,1233,204
190,7,person,1730.5,58.0,"(1731, 58)",1705,0,1756,116
190,12,person,1197.0,553.0,"(1197, 553)",1144,457,1250,649
190,13,person,907.5,143.0,"(908, 143)",882,79,933,207
190,16,person,776.0,138.0,"(776, 138)",747,62,805,214
190,28,person,1709.5,812.0,"(1710, 812)",1647,676,1772,948
190,30,person,205.0,578.0,"(205, 578)",147,454,263,702
190,33,person,1521.0,36.0,"(1521, 36)",1496,0,1546,72
191,2,person,1154.0,125.0,"(1154, 125)",1126,51,1182,199
191,4,person,1195.5,35.5,"(1195, 35)",1173,0,1218,71
191,5,person,1211.5,132.0,"(1211, 132)",1188,61,1235,203
191,7,person,1731.5,57.5,"(1731, 57)",1706,0,1757,115
191,12,person,1197.0,549.0,"(1197, 549)",1145,455,1249,643
191,13,person,907.0,145.0,"(907, 145)",880,78,934,212
191,16,person,777.0,138.0,"(777, 138)",748,63,806,213
191,28,person,1711.5,814.5,"(1711, 815)",1649,677,1774,952
191,30,person,207.5,575.0,"(207, 575)",150,452,265,698
191,33,person,1521.0,36.0,"(1521, 36)",1496,0,1546,72
192,2,person,1156.0,124.5,"(1156, 125)",1128,51,1184,198
192,4,person,1196.5,34.5,"(1196, 34)",1175,0,1218,69
192,5,person,1213.0,131.5,"(1213, 132)",1190,62,1236,201
192,12,person,1198.5,546.5,"(1199, 547)",1145,450,1252,643
192,13,person,905.0,146.5,"(905, 146)",877,78,933,215
192,16,person,781.5,137.5,"(781, 138)",753,63,810,212
192,28,person,1712.0,818.5,"(1712, 818)",1649,681,1775,956
192,30,person,210.0,569.5,"(210, 569)",155,452,265,687
192,33,person,1518.0,36.5,"(1518, 36)",1492,0,1544,73
193,2,person,1157.0,125.0,"(1157, 125)",1129,52,1185,198
193,5,person,1213.0,132.0,"(1213, 132)",1190,64,1236,200
193,7,person,1732.0,57.5,"(1732, 57)",1706,0,1758,115
193,12,person,1202.0,545.5,"(1202, 545)",1148,448,1256,643
193,13,person,903.0,147.0,"(903, 147)",875,79,931,215
193,16,person,784.5,137.5,"(784, 138)",756,64,813,211
193,28,person,1713.0,820.0,"(1713, 820)",1650,682,1776,958
193,30,person,213.0,565.0,"(213, 565)",160,450,266,680
193,33,person,1516.5,36.5,"(1517, 36)",1491,0,1542,73
194,2,person,1158.5,125.0,"(1158, 125)",1131,53,1186,197
194,5,person,1214.0,131.5,"(1214, 131)",1191,64,1237,199
194,7,person,1732.0,57.5,"(1732, 57)",1706,0,1758,115
194,12,person,1202.5,538.5,"(1202, 538)",1149,442,1256,635
194,13,person,901.0,147.5,"(901, 147)",873,79,929,216
194,16,person,786.5,137.5,"(786, 138)",758,65,815,210
194,28,person,1713.5,816.0,"(1713, 816)",1652,681,1775,951
194,30,person,216.5,559.5,"(217, 560)",165,448,268,671
195,2,person,1160.0,125.0,"(1160, 125)",1133,54,1187,196
195,5,person,1217.5,129.5,"(1218, 130)",1194,62,1241,197
195,12,person,1205.5,536.0,"(1206, 536)",1151,438,1260,634
195,13,person,898.0,147.5,"(898, 147)",870,79,926,216
195,16,person,791.5,138.0,"(791, 138)",763,65,820,211
195,28,person,1714.0,816.5,"(1714, 816)",1654,686,1774,947
195,30,person,222.5,555.0,"(222, 555)",171,444,274,666
196,2,person,1161.0,124.5,"(1161, 125)",1134,54,1188,195
196,5,person,1219.5,128.5,"(1219, 129)",1196,61,1243,196
196,12,person,1206.5,535.5,"(1207, 535)",1152,437,1261,634
196,13,person,897.5,147.5,"(898, 147)",870,79,925,216
196,16,person,792.5,138.0,"(793, 138)",764,65,821,211
196,28,person,1714.5,816.5,"(1715, 817)",1655,687,1774,946
196,30,person,224.0,553.5,"(224, 553)",172,443,276,664
197,2,person,1162.5,122.0,"(1162, 122)",1136,53,1189,191
197,5,person,1221.0,127.5,"(1221, 128)",1197,60,1245,195
197,12,person,1209.0,534.0,"(1209, 534)",1155,436,1263,632
197,13,person,895.0,147.5,"(895, 148)",868,81,922,214
197,16,person,794.0,138.5,"(794, 138)",765,65,823,212
197,28,person,1713.0,819.0,"(1713, 819)",1654,690,1772,948
197,30,person,226.5,553.5,"(227, 553)",174,441,279,666
197,33,person,1508.0,37.0,"(1508, 37)",1482,0,1534,74
198,2,person,1164.0,121.0,"(1164, 121)",1137,52,1191,190
198,5,person,1222.5,127.5,"(1222, 127)",1199,60,1246,195
198,12,person,1211.0,533.5,"(1211, 533)",1158,437,1264,630
198,13,person,891.5,148.0,"(892, 148)",865,82,918,214
198,16,person,794.5,136.5,"(794, 137)",766,63,823,210
198,28,person,1712.5,836.5,"(1712, 836)",1648,696,1777,977
198,30,person,231.5,552.0,"(231, 552)",179,439,284,665
198,33,person,1507.5,37.5,"(1508, 37)",1481,0,1534,75
199,2,person,1165.5,119.5,"(1165, 120)",1139,51,1192,188
199,5,person,1224.5,126.5,"(1224, 127)",1200,57,1249,196
199,12,person,1212.5,533.0,"(1213, 533)",1160,437,1265,629
199,13,person,889.5,149.0,"(889, 149)",863,83,916,215
199,16,person,797.5,136.0,"(798, 136)",768,61,827,211
199,28,person,1712.5,847.0,"(1713, 847)",1646,701,1779,993
199,30,person,239.0,550.5,"(239, 551)",186,437,292,664
199,33,person,1505.0,37.5,"(1505, 37)",1479,0,1531,75
200,2,person,1168.0,118.0,"(1168, 118)",1141,48,1195,188
200,5,person,1226.0,126.0,"(1226, 126)",1202,56,1250,196
200,12,person,1214.0,532.0,"(1214, 532)",1162,437,1266,627
200,13,person,887.5,149.0,"(887, 149)",861,83,914,215
200,16,person,797.0,134.5,"(797, 134)",768,59,826,210
200,28,person,1712.0,854.5,"(1712, 855)",1645,707,1779,1002
200,30,person,248.0,549.0,"(248, 549)",194,435,302,663
200,33,person,1502.0,38.0,"(1502, 38)",1476,0,1528,76
201,2,person,1169.0,116.0,"(1169, 116)",1142,45,1196,187
201,5,person,1227.5,125.0,"(1228, 125)",1203,55,1252,195
201,12,person,1215.5,530.5,"(1216, 531)",1163,435,1268,626
201,13,person,882.5,151.0,"(883, 151)",856,85,909,217
201,16,person,798.5,133.5,"(798, 134)",770,60,827,207
201,28,person,1710.5,861.0,"(1710, 861)",1644,714,1777,1008
201,30,person,255.0,549.0,"(255, 549)",200,435,310,663
201,33,person,1500.0,38.0,"(1500, 38)",1474,0,1526,76
202,2,person,1169.5,115.0,"(1170, 115)",1142,44,1197,186
202,5,person,1228.0,125.0,"(1228, 125)",1204,55,1252,195
202,12,person,1216.5,530.0,"(1217, 530)",1164,434,1269,626
202,13,person,881.5,152.0,"(881, 152)",855,86,908,218
202,16,person,799.0,133.5,"(799, 133)",771,60,827,207
202,28,person,1710.0,863.0,"(1710, 863)",1644,716,1776,1010
202,30,person,257.5,549.0,"(258, 549)",202,435,313,663
202,33,person,1500.0,38.0,"(1500, 38)",1474,0,1526,76
203,2,person,1170.5,114.0,"(1171, 114)",1143,41,1198,187
203,5,person,1230.0,122.0,"(1230, 122)",1206,51,1254,193
203,12,person,1217.0,524.5,"(1217, 524)",1166,432,1268,617
203,13,person,879.0,152.5,"(879, 153)",853,87,905,218
203,16,person,800.0,133.5,"(800, 134)",773,63,827,204
203,28,person,1710.0,865.0,"(1710, 865)",1646,722,1774,1008
203,30,person,261.5,548.0,"(262, 548)",206,435,317,661
203,33,person,1498.5,38.0,"(1498, 38)",1472,0,1525,76
204,2,person,1172.0,112.0,"(1172, 112)",1145,39,1199,185
204,5,person,1231.5,121.0,"(1231, 121)",1208,52,1255,190
204,12,person,1218.5,521.0,"(1218, 521)",1167,428,1270,614
204,13,person,877.5,153.5,"(878, 154)",851,88,904,219
204,16,person,802.0,132.5,"(802, 132)",775,62,829,203
204,28,person,1710.0,865.5,"(1710, 865)",1648,726,1772,1005
204,30,person,265.5,546.5,"(265, 547)",210,434,321,659
204,33,person,1496.0,38.5,"(1496, 38)",1470,0,1522,77
205,2,person,1173.0,111.0,"(1173, 111)",1146,38,1200,184
205,5,person,1233.0,120.5,"(1233, 121)",1210,52,1256,189
205,12,person,1220.5,518.5,"(1221, 518)",1168,423,1273,614
205,13,person,876.5,154.5,"(877, 155)",850,90,903,219
205,16,person,804.5,131.5,"(805, 132)",778,61,831,202
205,28,person,1707.5,874.5,"(1708, 875)",1642,726,1773,1023
205,30,person,268.5,546.0,"(268, 546)",212,432,325,660
205,33,person,1494.0,39.5,"(1494, 39)",1467,0,1521,79
206,2,person,1175.5,110.5,"(1176, 111)",1149,37,1202,184
206,5,person,1235.0,120.5,"(1235, 121)",1212,53,1258,188
206,12,person,1222.5,517.5,"(1222, 517)",1169,421,1276,614
206,13,person,874.0,155.5,"(874, 155)",848,91,900,220
206,16,person,806.5,130.5,"(806, 130)",779,58,834,203
206,28,person,1707.0,881.0,"(1707, 881)",1640,728,1774,1034
206,30,person,271.5,544.0,"(272, 544)",215,430,328,658
206,33,person,1491.0,39.5,"(1491, 39)",1463,0,1519,79
207,2,person,1177.5,109.5,"(1177, 110)",1152,37,1203,182
207,5,person,1236.0,119.5,"(1236, 120)",1213,50,1259,189
207,12,person,1224.5,513.5,"(1225, 514)",1171,417,1278,610
207,13,person,873.0,156.0,"(873, 156)",847,92,899,220
207,16,person,808.5,129.0,"(808, 129)",781,55,836,203
207,28,person,1706.0,885.5,"(1706, 886)",1638,728,1774,1043
207,30,person,275.0,542.0,"(275, 542)",219,428,331,656
207,33,person,1489.0,39.5,"(1489, 39)",1461,0,1517,79
208,2,person,1177.5,109.0,"(1178, 109)",1152,37,1203,181
208,5,person,1236.5,120.0,"(1237, 120)",1213,50,1260,190
208,12,person,1225.5,512.5,"(1225, 512)",1172,416,1279,609
208,13,person,872.0,156.5,"(872, 156)",846,92,898,221
208,16,person,809.0,129.0,"(809, 129)",781,55,837,203
208,28,person,1706.0,887.0,"(1706, 887)",1638,728,1774,1046
208,30,person,276.5,541.5,"(277, 541)",221,428,332,655
208,33,person,1488.0,40.0,"(1488, 40)",1459,0,1517,80
209,2,person,1179.0,109.5,"(1179, 109)",1154,39,1204,180
209,5,person,1237.5,118.5,"(1237, 119)",1214,49,1261,188
209,12,person,1227.5,511.5,"(1228, 511)",1174,415,1281,608
209,13,person,870.5,157.0,"(870, 157)",844,92,897,222
209,16,person,813.5,129.0,"(814, 129)",786,57,841,201
209,28,person,1704.5,890.0,"(1705, 890)",1636,730,1773,1050
209,30,person,279.5,537.0,"(279, 537)",225,426,334,648
209,33,person,1486.0,40.0,"(1486, 40)",1457,0,1515,80
209,35,person,1433.5,1053.0,"(1434, 1053)",1353,1026,1514,1080
210,2,person,1179.5,110.5,"(1180, 110)",1155,42,1204,179
210,5,person,1238.5,117.5,"(1239, 118)",1215,48,1262,187
210,12,person,1232.5,511.5,"(1232, 511)",1179,415,1286,608
210,13,person,867.0,156.5,"(867, 157)",840,89,894,224
210,16,person,814.5,130.5,"(815, 131)",787,59,842,202
210,28,person,1703.5,893.5,"(1704, 893)",1635,733,1772,1054
210,30,person,282.5,532.0,"(282, 532)",229,422,336,642
210,33,person,1484.5,40.0,"(1484, 40)",1455,0,1514,80
210,35,person,1445.0,1050.5,"(1445, 1050)",1358,1021,1532,1080
211,2,person,1182.5,110.0,"(1182, 110)",1158,42,1207,178
211,5,person,1239.5,116.5,"(1239, 116)",1216,46,1263,187
211,12,person,1234.5,510.0,"(1235, 510)",1181,414,1288,606
211,13,person,863.5,157.5,"(864, 157)",837,90,890,225
211,16,person,815.5,131.5,"(815, 131)",788,61,843,202
211,28,person,1703.5,892.5,"(1704, 892)",1637,737,1770,1048
211,30,person,286.0,526.5,"(286, 527)",233,418,339,635
211,33,person,1482.0,39.5,"(1482, 39)",1453,0,1511,79
211,35,person,1458.5,1047.5,"(1459, 1047)",1363,1015,1554,1080
212,2,person,1184.0,109.0,"(1184, 109)",1160,41,1208,177
212,5,person,1241.5,114.0,"(1242, 114)",1218,42,1265,186
212,12,person,1236.0,509.0,"(1236, 509)",1183,414,1289,604
212,13,person,861.0,157.5,"(861, 158)",834,89,888,226
212,16,person,814.5,133.0,"(815, 133)",787,63,842,203
212,28,person,1703.5,888.0,"(1703, 888)",1642,745,1765,1031
212,30,person,289.0,523.0,"(289, 523)",237,416,341,630
212,33,person,1480.5,40.0,"(1480, 40)",1452,0,1509,80
212,35,person,1464.5,1044.5,"(1465, 1044)",1365,1010,1564,1079
213,2,person,1185.5,108.0,"(1186, 108)",1161,40,1210,176
213,5,person,1243.5,113.5,"(1244, 114)",1220,43,1267,184
213,12,person,1238.0,511.0,"(1238, 511)",1184,413,1292,609
213,13,person,859.0,157.0,"(859, 157)",832,88,886,226
213,16,person,816.0,133.0,"(816, 133)",789,64,843,202
213,28,person,1702.0,887.0,"(1702, 887)",1643,752,1761,1022
213,30,person,292.0,522.0,"(292, 522)",240,414,344,630
213,33,person,1478.5,40.0,"(1479, 40)",1450,0,1507,80
213,35,person,1464.5,1041.5,"(1464, 1042)",1360,1004,1569,1079
214,2,person,1186.5,107.5,"(1186, 108)",1162,39,1211,176
214,5,person,1244.0,113.5,"(1244, 114)",1221,44,1267,183
214,12,person,1238.5,511.5,"(1239, 511)",1184,413,1293,610
214,13,person,858.0,157.0,"(858, 157)",831,88,885,226
214,16,person,816.0,133.0,"(816, 133)",789,64,843,202
214,28,person,1702.0,886.5,"(1702, 887)",1644,754,1760,1019
214,30,person,292.5,522.0,"(293, 522)",241,414,344,630
214,33,person,1478.5,40.0,"(1478, 40)",1450,0,1507,80
214,35,person,1464.5,1040.5,"(1464, 1041)",1360,1003,1569,1078
215,2,person,1186.5,106.5,"(1187, 107)",1162,38,1211,175
215,5,person,1245.5,113.5,"(1246, 113)",1223,44,1268,183
215,12,person,1240.5,510.5,"(1240, 511)",1186,412,1295,609
215,13,person,857.0,156.5,"(857, 157)",830,88,884,225
215,16,person,817.0,133.0,"(817, 133)",790,64,844,202
215,28,person,1702.0,887.5,"(1702, 888)",1645,759,1759,1016
215,30,person,296.5,521.0,"(296, 521)",245,411,348,631
215,33,person,1476.5,40.0,"(1477, 40)",1448,0,1505,80
215,35,person,1464.0,1039.0,"(1464, 1039)",1359,1000,1569,1078
216,2,person,1187.5,105.0,"(1187, 105)",1163,37,1212,173
216,5,person,1248.0,112.5,"(1248, 113)",1226,45,1270,180
216,12,person,1241.5,506.5,"(1241, 506)",1187,408,1296,605
216,13,person,853.0,164.5,"(853, 164)",828,101,878,228
216,28,person,1702.0,891.5,"(1702, 892)",1646,767,1758,1016
216,30,person,299.5,519.5,"(300, 519)",248,409,351,630
216,33,person,1473.5,40.0,"(1474, 40)",1445,0,1502,80
216,35,person,1463.5,1035.0,"(1463, 1035)",1350,991,1577,1079
217,2,person,1188.5,105.0,"(1189, 105)",1163,36,1214,174
217,5,person,1250.0,112.5,"(1250, 112)",1227,45,1273,180
217,12,person,1243.0,508.5,"(1243, 509)",1187,406,1299,611
217,13,person,851.0,167.5,"(851, 168)",826,105,876,230
217,28,person,1696.5,918.0,"(1696, 918)",1633,777,1760,1059
217,30,person,303.0,518.0,"(303, 518)",252,408,354,628
217,33,person,1472.0,41.0,"(1472, 41)",1443,0,1501,82
217,35,person,1465.0,1032.0,"(1465, 1032)",1347,985,1583,1079
218,2,person,1190.5,101.5,"(1190, 102)",1165,33,1216,170
218,5,person,1251.5,112.5,"(1252, 113)",1229,45,1274,180
218,12,person,1246.0,499.0,"(1246, 499)",1193,403,1299,595
218,13,person,849.0,168.5,"(849, 169)",824,106,874,231
218,28,person,1694.0,928.5,"(1694, 928)",1629,784,1759,1073
218,30,person,306.0,518.0,"(306, 518)",255,406,357,630
218,33,person,1470.0,41.0,"(1470, 41)",1441,0,1499,82
218,35,person,1469.0,1029.0,"(1469, 1029)",1349,979,1589,1079
219,2,person,1192.0,103.0,"(1192, 103)",1166,33,1218,173
219,5,person,1251.5,112.0,"(1252, 112)",1229,45,1274,179
219,12,person,1248.5,494.0,"(1249, 494)",1196,399,1301,589
219,13,person,845.0,169.5,"(845, 169)",818,104,872,235
219,28,person,1693.5,933.0,"(1694, 933)",1628,787,1759,1079
219,30,person,311.0,519.0,"(311, 519)",260,406,362,632
219,33,person,1466.0,43.5,"(1466, 43)",1436,0,1496,87
219,35,person,1471.5,1026.5,"(1471, 1026)",1350,974,1593,1079
220,2,person,1192.5,103.5,"(1192, 103)",1166,33,1219,174
220,5,person,1251.5,111.5,"(1252, 112)",1229,45,1274,178
220,12,person,1249.0,492.5,"(1249, 493)",1197,398,1301,587
220,13,person,844.0,169.5,"(844, 169)",817,103,871,236
220,28,person,1693.5,935.5,"(1693, 935)",1628,789,1759,1082
220,30,person,312.5,520.0,"(312, 520)",262,407,363,633
220,33,person,1465.0,44.0,"(1465, 44)",1436,0,1494,88
220,35,person,1472.5,1025.0,"(1472, 1025)",1354,971,1591,1079
221,2,person,1194.5,100.0,"(1195, 100)",1168,31,1221,169
221,5,person,1255.0,109.5,"(1255, 110)",1232,43,1278,176
221,12,person,1250.5,491.0,"(1250, 491)",1198,396,1303,586
221,13,person,841.5,169.0,"(841, 169)",814,103,869,235
221,28,person,1693.0,937.0,"(1693, 937)",1628,792,1758,1082
221,30,person,315.5,519.0,"(316, 519)",265,406,366,632
221,33,person,1463.0,44.5,"(1463, 44)",1433,0,1493,89
221,35,person,1473.0,1023.0,"(1473, 1023)",1355,967,1591,1079
222,2,person,1196.5,98.0,"(1196, 98)",1171,30,1222,166
222,5,person,1257.5,108.0,"(1257, 108)",1235,41,1280,175
222,12,person,1251.5,489.5,"(1252, 489)",1200,396,1303,583
222,13,person,839.0,168.5,"(839, 169)",811,100,867,237
222,28,person,1693.0,939.0,"(1693, 939)",1629,796,1757,1082
222,30,person,320.0,516.5,"(320, 516)",270,405,370,628
222,35,person,1473.5,1021.0,"(1473, 1021)",1357,964,1590,1078
223,2,person,1197.5,98.0,"(1197, 98)",1172,31,1223,165
223,5,person,1259.0,107.0,"(1259, 107)",1236,40,1282,174
223,12,person,1256.0,487.0,"(1256, 487)",1205,395,1307,579
223,13,person,834.5,169.5,"(835, 170)",806,99,863,240
223,28,person,1693.5,939.5,"(1693, 940)",1631,799,1756,1080
223,30,person,323.0,514.0,"(323, 514)",274,403,372,625
223,33,person,1463.0,45.0,"(1463, 45)",1434,0,1492,90
223,35,person,1473.0,1020.0,"(1473, 1020)",1358,961,1588,1079
224,2,person,1199.5,98.0,"(1200, 98)",1174,31,1225,165
224,5,person,1261.0,106.0,"(1261, 106)",1238,39,1284,173
224,12,person,1258.0,481.0,"(1258, 481)",1209,393,1307,569
224,13,person,831.0,169.5,"(831, 169)",802,97,860,242
224,28,person,1693.5,940.0,"(1694, 940)",1632,802,1755,1078
224,30,person,325.5,508.5,"(326, 508)",277,398,374,619
224,33,person,1462.5,45.5,"(1462, 45)",1434,0,1491,91
224,35,person,1471.0,1019.0,"(1471, 1019)",1359,959,1583,1079
225,2,person,1200.5,98.0,"(1201, 98)",1175,32,1226,164
225,4,person,1239.5,31.0,"(1240, 31)",1217,0,1262,62
225,5,person,1262.0,106.0,"(1262, 106)",1239,38,1285,174
225,12,person,1259.5,480.5,"(1259, 480)",1210,392,1309,569
225,13,person,827.0,169.0,"(827, 169)",798,96,856,242
225,28,person,1693.5,940.0,"(1693, 940)",1633,804,1754,1076
225,30,person,327.5,503.5,"(328, 503)",280,396,375,611
225,33,person,1460.5,45.5,"(1461, 45)",1432,0,1489,91
225,35,person,1470.5,1017.5,"(1471, 1018)",1360,956,1581,1079
226,2,person,1201.5,98.0,"(1201, 98)",1176,31,1227,165
226,4,person,1240.5,31.0,"(1240, 31)",1217,0,1264,62
226,5,person,1262.5,106.0,"(1263, 106)",1239,37,1286,175
226,12,person,1260.0,480.5,"(1260, 480)",1210,391,1310,570
226,13,person,825.0,169.0,"(825, 169)",796,96,854,242
226,28,person,1693.5,940.0,"(1694, 940)",1633,805,1754,1075
226,30,person,328.5,501.0,"(328, 501)",282,395,375,607
226,35,person,1470.5,1017.0,"(1470, 1017)",1363,955,1578,1079
227,2,person,1202.0,98.0,"(1202, 98)",1176,31,1228,165
227,4,person,1242.0,31.0,"(1242, 31)",1219,0,1265,62
227,5,person,1264.0,105.0,"(1264, 105)",1241,36,1287,174
227,12,person,1260.5,480.5,"(1261, 481)",1209,390,1312,571
227,13,person,822.0,169.0,"(822, 169)",794,98,850,240
227,28,person,1692.0,941.5,"(1692, 942)",1632,807,1752,1076
227,30,person,331.5,496.0,"(332, 496)",286,392,377,600
227,33,person,1460.5,46.0,"(1460, 46)",1433,0,1488,92
227,35,person,1470.0,1015.0,"(1470, 1015)",1363,950,1577,1080
228,2,person,1204.0,98.0,"(1204, 98)",1178,31,1230,165
228,5,person,1265.0,105.0,"(1265, 105)",1242,37,1288,173
228,12,person,1262.5,481.0,"(1263, 481)",1210,387,1315,575
228,13,person,820.5,170.0,"(821, 170)",792,99,849,241
228,28,person,1690.0,944.5,"(1690, 944)",1631,812,1749,1077
228,30,person,334.5,494.5,"(335, 494)",289,392,380,597
228,33,person,1460.0,46.0,"(1460, 46)",1433,0,1487,92
228,35,person,1469.5,1012.5,"(1470, 1012)",1363,945,1576,1080
229,2,person,1205.0,97.5,"(1205, 98)",1179,31,1231,164
229,5,person,1267.0,105.0,"(1267, 105)",1244,37,1290,173
229,12,person,1263.0,476.5,"(1263, 477)",1211,384,1315,569
229,13,person,819.0,172.0,"(819, 172)",791,102,847,242
229,28,person,1689.0,947.0,"(1689, 947)",1631,817,1747,1077
229,30,person,337.0,493.0,"(337, 493)",291,389,383,597
229,33,person,1458.0,46.0,"(1458, 46)",1431,0,1485,92
229,35,person,1471.0,1009.5,"(1471, 1009)",1365,940,1577,1079
229,40,person,30.5,507.5,"(30, 507)",5,410,56,605
230,2,person,1207.0,97.5,"(1207, 97)",1181,31,1233,164
230,5,person,1267.5,105.0,"(1268, 105)",1245,37,1290,173
230,12,person,1263.0,473.5,"(1263, 474)",1211,381,1315,566
230,13,person,817.0,173.0,"(817, 173)",790,105,844,241
230,28,person,1687.5,950.0,"(1687, 950)",1630,822,1745,1078
230,30,person,340.5,490.5,"(341, 491)",295,387,386,594
230,33,person,1457.0,46.0,"(1457, 46)",1430,0,1484,92
230,35,person,1471.5,1005.5,"(1472, 1006)",1365,932,1578,1079
230,40,person,31.0,507.5,"(31, 507)",5,411,57,604
231,2,person,1208.0,94.5,"(1208, 95)",1182,28,1234,161
231,5,person,1270.5,104.5,"(1270, 104)",1248,36,1293,173
231,12,person,1265.0,471.5,"(1265, 471)",1213,379,1317,564
231,13,person,815.5,174.0,"(816, 174)",789,108,842,240
231,28,person,1682.0,955.0,"(1682, 955)",1626,830,1738,1080
231,30,person,345.5,489.0,"(346, 489)",299,384,392,594
231,33,person,1456.5,45.5,"(1457, 45)",1430,0,1483,91
231,35,person,1472.0,1003.0,"(1472, 1003)",1366,927,1578,1079
231,40,person,32.5,506.0,"(32, 506)",5,403,60,609
232,2,person,1209.0,94.5,"(1209, 94)",1183,28,1235,161
232,5,person,1271.5,104.0,"(1271, 104)",1249,35,1294,173
232,12,person,1266.0,470.5,"(1266, 470)",1214,378,1318,563
232,13,person,815.0,174.0,"(815, 174)",789,109,841,239
232,28,person,1680.0,956.0,"(1680, 956)",1624,832,1736,1080
232,30,person,347.5,488.5,"(348, 489)",301,383,394,594
232,33,person,1456.5,45.5,"(1456, 45)",1431,0,1482,91
232,35,person,1472.0,1001.5,"(1472, 1002)",1369,925,1575,1078
232,40,person,32.5,505.5,"(32, 506)",4,401,61,610
233,2,person,1210.0,94.0,"(1210, 94)",1184,26,1236,162
233,5,person,1272.0,104.0,"(1272, 104)",1250,35,1294,173
233,12,person,1267.0,469.5,"(1267, 469)",1215,376,1319,563
233,13,person,813.5,174.5,"(813, 174)",788,112,839,237
233,28,person,1680.0,958.5,"(1680, 959)",1624,837,1736,1080
233,30,person,352.5,487.5,"(353, 487)",305,381,400,594
233,33,person,1456.5,41.0,"(1456, 41)",1433,0,1480,82
233,35,person,1476.5,999.5,"(1477, 1000)",1374,920,1579,1079
233,40,person,33.5,504.0,"(33, 504)",5,400,62,608
234,2,person,1212.0,91.0,"(1212, 91)",1185,22,1239,160
234,5,person,1272.5,101.0,"(1273, 101)",1251,33,1294,169
234,12,person,1269.0,467.5,"(1269, 468)",1217,374,1321,561
234,13,person,808.5,174.0,"(808, 174)",783,112,834,236
234,28,person,1680.0,960.5,"(1680, 960)",1625,841,1735,1080
234,30,person,358.0,486.5,"(358, 487)",309,379,407,594
234,33,person,1454.0,44.0,"(1454, 44)",1429,0,1479,88
234,35,person,1473.5,997.5,"(1474, 997)",1372,916,1575,1079
234,40,person,32.5,496.0,"(32, 496)",3,388,62,604
235,2,person,1213.5,88.5,"(1213, 89)",1187,18,1240,159
235,5,person,1273.5,99.5,"(1273, 100)",1252,31,1295,168
235,12,person,1272.5,464.0,"(1273, 464)",1220,370,1325,558
235,13,person,804.5,173.5,"(804, 173)",780,113,829,234
235,28,person,1678.0,963.0,"(1678, 963)",1623,846,1733,1080
235,30,person,362.5,486.5,"(362, 487)",313,378,412,595
235,33,person,1453.0,45.5,"(1453, 45)",1427,0,1479,91
235,35,person,1477.5,993.5,"(1477, 994)",1375,908,1580,1079
235,40,person,32.0,493.5,"(32, 494)",2,386,62,601
236,2,person,1215.0,87.5,"(1215, 88)",1189,19,1241,156
236,5,person,1274.5,98.5,"(1275, 99)",1252,28,1297,169
236,12,person,1275.0,462.5,"(1275, 463)",1223,369,1327,556
236,13,person,798.5,171.0,"(799, 171)",774,111,823,231
