frame_id,object_id,class,x,y,center,xmin,ymin,xmax,ymax
280,30,person,462.0,406.0,"(462, 406)",420,306,504,506
280,33,person,1422.5,58.0,"(1423, 58)",1397,4,1448,112
280,35,person,1552.5,900.0,"(1552, 900)",1495,768,1610,1032
280,40,person,193.0,434.0,"(193, 434)",150,328,236,540
280,41,person,1198.0,20.5,"(1198, 20)",1179,0,1217,41
281,2,person,1272.5,63.5,"(1272, 64)",1248,3,1297,124
281,5,person,1336.5,67.5,"(1337, 68)",1315,6,1358,129
281,12,person,1333.5,394.0,"(1333, 394)",1286,305,1381,483
281,13,person,679.5,215.5,"(680, 216)",652,150,707,281
281,30,person,464.5,406.0,"(464, 406)",422,304,507,508
281,33,person,1422.0,58.5,"(1422, 58)",1396,4,1448,113
281,35,person,1553.5,897.0,"(1554, 897)",1494,760,1613,1034
281,40,person,195.5,435.5,"(196, 436)",153,331,238,540
281,41,person,1198.5,20.0,"(1198, 20)",1180,0,1217,40
282,2,person,1275.0,63.0,"(1275, 63)",1250,1,1300,125
282,5,person,1337.0,67.5,"(1337, 68)",1315,6,1359,129
282,12,person,1334.0,392.5,"(1334, 392)",1287,304,1381,481
282,13,person,676.0,217.5,"(676, 218)",648,150,704,285
282,30,person,466.5,405.5,"(466, 406)",424,303,509,508
282,33,person,1421.0,58.5,"(1421, 59)",1395,4,1447,113
282,35,person,1555.5,895.0,"(1555, 895)",1496,755,1615,1035
282,40,person,199.5,432.5,"(200, 432)",158,329,241,536
282,41,person,1198.0,20.0,"(1198, 20)",1179,0,1217,40
283,2,person,1277.0,60.0,"(1277, 60)",1253,0,1301,120
283,5,person,1337.5,67.5,"(1338, 67)",1316,6,1359,129
283,12,person,1335.0,391.0,"(1335, 391)",1287,301,1383,481
283,13,person,671.0,221.5,"(671, 222)",641,150,701,293
283,30,person,468.5,405.5,"(469, 405)",426,302,511,509
283,33,person,1420.0,59.0,"(1420, 59)",1394,5,1446,113
283,35,person,1556.5,892.5,"(1557, 893)",1497,751,1616,1034
283,40,person,204.0,430.0,"(204, 430)",163,329,245,531
283,41,person,1197.0,20.0,"(1197, 20)",1178,0,1216,40
284,2,person,1278.5,59.5,"(1278, 59)",1254,0,1303,119
284,5,person,1338.5,67.0,"(1338, 67)",1317,5,1360,129
284,12,person,1336.0,389.0,"(1336, 389)",1288,298,1384,480
284,13,person,668.5,224.0,"(668, 224)",638,151,699,297
284,30,person,470.5,405.0,"(470, 405)",428,302,513,508
284,33,person,1418.5,59.0,"(1419, 59)",1393,5,1444,113
284,35,person,1559.5,891.5,"(1560, 891)",1500,750,1619,1033
284,40,person,209.0,427.0,"(209, 427)",169,328,249,526
284,41,person,1195.5,20.5,"(1195, 20)",1176,0,1215,41
285,2,person,1280.0,59.5,"(1280, 59)",1255,0,1305,119
285,5,person,1340.5,66.5,"(1341, 66)",1319,5,1362,128
285,12,person,1337.0,386.0,"(1337, 386)",1289,295,1385,477
285,13,person,666.5,225.5,"(667, 225)",636,153,697,298
285,30,person,473.0,404.5,"(473, 404)",431,302,515,507
285,33,person,1418.0,58.5,"(1418, 59)",1392,4,1444,113
285,35,person,1561.0,891.0,"(1561, 891)",1502,748,1620,1034
285,40,person,214.5,424.0,"(215, 424)",176,329,253,519
285,41,person,1194.5,21.0,"(1194, 21)",1175,0,1214,42
286,2,person,1280.5,59.5,"(1280, 59)",1256,0,1305,119
286,5,person,1341.5,65.5,"(1341, 66)",1320,4,1363,127
286,12,person,1337.0,385.0,"(1337, 385)",1289,294,1385,476
286,13,person,666.0,225.5,"(666, 226)",636,153,696,298
286,30,person,474.0,404.0,"(474, 404)",432,302,516,506
286,33,person,1418.0,58.5,"(1418, 59)",1392,4,1444,113
286,35,person,1561.5,891.0,"(1562, 891)",1503,748,1620,1034
286,40,person,216.5,423.0,"(217, 423)",178,329,255,517
287,2,person,1282.5,62.0,"(1283, 62)",1257,0,1308,124
287,5,person,1342.5,65.0,"(1343, 65)",1321,3,1364,127
287,12,person,1338.5,384.0,"(1338, 384)",1291,293,1386,475
287,13,person,665.5,224.5,"(665, 225)",637,156,694,293
287,30,person,475.0,402.0,"(475, 402)",433,300,517,504
287,33,person,1417.0,59.0,"(1417, 59)",1391,4,1443,114
287,35,person,1563.0,889.0,"(1563, 889)",1505,745,1621,1033
287,40,person,217.0,422.0,"(217, 422)",178,329,256,515
288,2,person,1285.0,63.5,"(1285, 63)",1259,0,1311,127
288,5,person,1344.5,64.0,"(1344, 64)",1323,2,1366,126
288,12,person,1339.5,382.5,"(1339, 383)",1292,292,1387,473
288,13,person,661.5,227.0,"(662, 227)",632,156,691,298
288,30,person,476.5,399.5,"(477, 400)",435,297,518,502
288,33,person,1416.0,58.5,"(1416, 58)",1390,4,1442,113
288,35,person,1565.0,887.5,"(1565, 888)",1507,743,1623,1032
288,40,person,217.5,420.0,"(217, 420)",178,327,257,513
289,2,person,1285.5,64.0,"(1286, 64)",1259,0,1312,128
289,5,person,1345.5,63.5,"(1346, 63)",1325,3,1366,124
289,12,person,1339.5,381.0,"(1340, 381)",1293,292,1386,470
289,13,person,657.0,228.0,"(657, 228)",627,157,687,299
289,30,person,478.5,397.5,"(478, 397)",437,296,520,499
289,33,person,1415.0,61.5,"(1415, 62)",1389,6,1441,117
289,35,person,1566.5,884.5,"(1566, 885)",1509,740,1624,1029
289,40,person,224.0,419.5,"(224, 419)",183,325,265,514
290,2,person,1288.0,60.5,"(1288, 60)",1263,0,1313,121
290,5,person,1347.0,62.5,"(1347, 63)",1326,2,1368,123
290,12,person,1343.0,378.5,"(1343, 379)",1297,291,1389,466
290,13,person,652.5,228.5,"(652, 228)",623,157,682,300
290,30,person,480.0,390.5,"(480, 390)",440,292,520,489
290,33,person,1413.5,62.5,"(1414, 63)",1387,5,1440,120
290,35,person,1569.0,879.0,"(1569, 879)",1512,735,1626,1023
290,40,person,233.0,418.5,"(233, 419)",192,322,274,515
290,41,person,1191.0,23.5,"(1191, 23)",1169,0,1213,47
291,2,person,1288.5,59.5,"(1288, 59)",1264,0,1313,119
291,5,person,1348.0,62.0,"(1348, 62)",1327,1,1369,123
291,12,person,1344.5,377.5,"(1345, 377)",1299,290,1390,465
291,13,person,647.5,229.0,"(648, 229)",618,157,677,301
291,16,person,964.0,76.0,"(964, 76)",938,10,990,142
291,30,person,482.5,385.0,"(482, 385)",443,289,522,481
291,33,person,1412.5,63.5,"(1413, 64)",1385,4,1440,123
291,35,person,1571.5,875.5,"(1572, 875)",1515,732,1628,1019
291,40,person,244.0,417.5,"(244, 417)",202,321,286,514
291,41,person,1190.0,24.0,"(1190, 24)",1167,0,1213,48
292,2,person,1288.5,59.0,"(1289, 59)",1264,0,1313,118
292,5,person,1348.0,61.5,"(1348, 62)",1327,0,1369,123
292,12,person,1345.5,377.5,"(1345, 377)",1300,290,1391,465
292,13,person,646.0,229.5,"(646, 229)",617,158,675,301
292,16,person,964.5,76.5,"(964, 77)",939,11,990,142
292,30,person,483.0,383.5,"(483, 384)",443,288,523,479
292,33,person,1412.5,64.0,"(1413, 64)",1385,4,1440,124
292,35,person,1573.0,873.5,"(1573, 874)",1517,730,1629,1017
292,40,person,248.5,417.0,"(248, 417)",206,320,291,514
292,41,person,1189.5,24.0,"(1190, 24)",1167,0,1212,48
292,42,person,915.0,1034.5,"(915, 1035)",818,991,1012,1078
293,2,person,1289.5,57.5,"(1290, 57)",1265,0,1314,115
293,5,person,1349.0,62.5,"(1349, 62)",1328,2,1370,123
293,12,person,1346.5,378.0,"(1346, 378)",1301,291,1392,465
293,13,person,641.5,230.0,"(641, 230)",613,159,670,301
293,16,person,965.0,77.5,"(965, 77)",940,13,990,142
293,30,person,484.0,382.0,"(484, 382)",444,286,524,478
293,33,person,1412.0,65.0,"(1412, 65)",1385,5,1439,125
293,35,person,1574.0,868.0,"(1574, 868)",1519,727,1629,1009
293,40,person,254.0,416.5,"(254, 417)",210,318,298,515
293,41,person,1189.5,24.5,"(1189, 24)",1167,0,1212,49
293,42,person,920.0,1031.0,"(920, 1031)",817,984,1023,1078
294,2,person,1293.0,57.5,"(1293, 57)",1269,0,1317,115
294,5,person,1349.0,60.5,"(1349, 60)",1328,1,1370,120
294,12,person,1350.5,377.5,"(1351, 377)",1305,290,1396,465
294,13,person,638.0,230.5,"(638, 231)",610,160,666,301
294,16,person,967.0,78.0,"(967, 78)",942,14,992,142
294,30,person,486.0,381.5,"(486, 381)",445,285,527,478
294,33,person,1411.0,67.0,"(1411, 67)",1384,8,1438,126
294,35,person,1576.0,860.5,"(1576, 861)",1522,723,1630,998
294,40,person,258.0,411.0,"(258, 411)",212,308,304,514
294,41,person,1189.5,24.5,"(1189, 24)",1167,0,1212,49
294,42,person,926.0,1026.0,"(926, 1026)",814,974,1038,1078
295,2,person,1294.0,57.0,"(1294, 57)",1270,0,1318,114
295,5,person,1351.0,59.0,"(1351, 59)",1330,0,1372,118
295,12,person,1353.0,376.5,"(1353, 376)",1308,289,1398,464
295,13,person,636.5,232.5,"(636, 233)",608,161,665,304
295,16,person,968.5,77.0,"(968, 77)",944,14,993,140
295,30,person,488.5,380.0,"(488, 380)",447,282,530,478
295,33,person,1410.5,66.5,"(1410, 67)",1384,8,1437,125
295,35,person,1578.0,854.5,"(1578, 854)",1525,718,1631,991
295,40,person,263.0,409.5,"(263, 410)",217,306,309,513
295,41,person,1188.5,24.5,"(1189, 24)",1166,0,1211,49
295,42,person,935.5,1021.0,"(936, 1021)",813,963,1058,1079
295,43,person,25.0,699.0,"(25, 699)",8,576,42,822
296,2,person,1295.5,55.5,"(1296, 55)",1272,0,1319,111
296,5,person,1353.0,59.0,"(1353, 59)",1332,1,1374,117
296,12,person,1355.5,371.5,"(1355, 371)",1311,286,1400,457
296,13,person,634.5,234.0,"(634, 234)",606,162,663,306
296,16,person,970.0,73.5,"(970, 74)",945,10,995,137
296,30,person,491.5,379.5,"(492, 379)",450,281,533,478
296,33,person,1408.0,67.0,"(1408, 67)",1381,8,1435,126
296,35,person,1579.5,850.0,"(1580, 850)",1526,713,1633,987
296,41,person,1188.0,24.5,"(1188, 24)",1165,0,1211,49
296,42,person,944.5,1016.5,"(945, 1016)",817,954,1072,1079
296,43,person,39.0,698.0,"(39, 698)",21,577,57,819
297,2,person,1297.5,55.5,"(1298, 55)",1274,0,1321,111
297,5,person,1354.5,58.5,"(1354, 58)",1333,0,1376,117
297,12,person,1358.5,369.5,"(1358, 369)",1315,284,1402,455
297,13,person,631.5,237.5,"(632, 238)",603,165,660,310
297,16,person,971.5,71.0,"(972, 71)",946,7,997,135
297,30,person,494.5,379.0,"(495, 379)",453,281,536,477
297,33,person,1407.5,67.5,"(1407, 68)",1380,7,1435,128
297,35,person,1580.5,846.5,"(1581, 847)",1527,710,1634,983
297,40,person,266.0,401.0,"(266, 401)",219,295,313,507
297,41,person,1188.5,24.5,"(1188, 24)",1166,0,1211,49
297,42,person,952.0,1013.0,"(952, 1013)",822,947,1082,1079
297,43,person,48.0,699.0,"(48, 699)",29,579,67,819
298,2,person,1298.5,55.5,"(1299, 55)",1275,0,1322,111
298,5,person,1355.0,58.5,"(1355, 58)",1333,0,1377,117
298,12,person,1359.5,368.5,"(1359, 369)",1316,283,1403,454
298,13,person,631.0,239.5,"(631, 239)",602,167,660,312
298,16,person,972.5,70.0,"(972, 70)",947,6,998,134
298,30,person,495.5,379.0,"(496, 379)",454,281,537,477
298,33,person,1406.5,68.0,"(1407, 68)",1379,7,1434,129
298,35,person,1581.5,845.5,"(1581, 846)",1528,709,1635,982
298,40,person,266.0,400.5,"(266, 400)",219,294,313,507
298,41,person,1188.0,24.5,"(1188, 24)",1165,0,1211,49
298,42,person,955.0,1012.0,"(955, 1012)",827,945,1083,1079
298,43,person,50.5,699.0,"(50, 699)",30,579,71,819
299,2,person,1300.0,56.0,"(1300, 56)",1276,0,1324,112
299,5,person,1357.0,58.0,"(1357, 58)",1335,0,1379,116
299,12,person,1360.5,368.0,"(1360, 368)",1317,282,1404,454
299,13,person,628.5,242.5,"(629, 242)",599,168,658,317
299,16,person,974.0,69.0,"(974, 69)",949,5,999,133
299,30,person,499.0,378.5,"(499, 378)",457,280,541,477
299,33,person,1406.5,68.0,"(1406, 68)",1379,7,1434,129
299,35,person,1583.5,844.5,"(1584, 845)",1530,709,1637,980
299,40,person,268.0,401.0,"(268, 401)",223,299,313,503
299,41,person,1188.0,25.0,"(1188, 25)",1165,0,1211,50
299,42,person,965.0,1010.5,"(965, 1010)",838,942,1092,1079
299,43,person,52.5,698.0,"(53, 698)",30,578,75,818
300,2,person,1300.5,56.5,"(1301, 56)",1277,0,1324,113
300,5,person,1359.0,57.5,"(1359, 58)",1337,0,1381,115
300,12,person,1359.5,366.0,"(1360, 366)",1316,280,1403,452
300,13,person,625.5,244.5,"(625, 245)",596,169,655,320
300,30,person,500.5,378.0,"(501, 378)",458,280,543,476
300,33,person,1405.5,68.5,"(1406, 68)",1378,7,1433,130
300,35,person,1585.0,844.5,"(1585, 845)",1531,708,1639,981
300,40,person,270.5,401.5,"(271, 401)",227,303,314,500
300,41,person,1187.0,25.5,"(1187, 25)",1164,0,1210,51
300,42,person,973.5,1009.0,"(974, 1009)",849,939,1098,1079
300,43,person,53.0,696.5,"(53, 696)",29,578,77,815
301,2,person,1302.5,56.0,"(1302, 56)",1279,0,1326,112
301,5,person,1361.5,58.5,"(1361, 58)",1339,0,1384,117
301,12,person,1360.0,363.5,"(1360, 364)",1317,278,1403,449
301,13,person,622.0,245.5,"(622, 245)",593,173,651,318
301,30,person,502.0,377.5,"(502, 378)",460,280,544,475
301,33,person,1405.5,68.5,"(1406, 69)",1379,9,1432,128
301,35,person,1587.5,844.5,"(1587, 844)",1533,708,1642,981
301,40,person,273.5,401.0,"(274, 401)",232,306,315,496
301,41,person,1186.5,26.0,"(1187, 26)",1163,0,1210,52
301,42,person,983.0,1007.5,"(983, 1008)",861,936,1105,1079
301,43,person,53.0,694.5,"(53, 694)",27,576,79,813
302,2,person,1303.5,55.5,"(1303, 55)",1280,0,1327,111
302,5,person,1362.5,58.5,"(1363, 58)",1340,0,1385,117
302,12,person,1361.0,362.0,"(1361, 362)",1318,277,1404,447
302,13,person,617.5,245.0,"(617, 245)",589,175,646,315
302,30,person,504.5,376.5,"(504, 376)",462,279,547,474
302,33,person,1405.0,69.0,"(1405, 69)",1378,9,1432,129
302,35,person,1590.5,842.5,"(1590, 843)",1536,706,1645,979
302,40,person,276.0,398.5,"(276, 398)",235,305,317,492
302,41,person,1186.0,26.5,"(1186, 26)",1162,0,1210,53
302,42,person,991.5,1006.0,"(992, 1006)",871,933,1112,1079
302,43,person,53.0,690.0,"(53, 690)",25,573,81,807
